# #   index   ;    x_undf  ;    y_undf  ;    z_undf  ;    ux      ;    uy      ;    uz      ;    eps_x   ;    eps_y   ;    eps_xy  ;    eps_eqv 
67792.0;12.96608;52.49991;2.0;0.02108;0.12263;-0.00056;0.1625;-0.04651;-6e-05;0.16145
67793.0;12.96606;50.99993;2.0;0.02099;0.12333;-0.00056;0.1619;-0.04675;-5e-05;0.16091
67794.0;12.96604;49.49995;2.0;0.02091;0.12404;-0.00055;0.16126;-0.04697;-5e-05;0.16033
67795.0;12.96603;47.99996;2.0;0.02081;0.12474;-0.00055;0.16057;-0.04716;-5e-05;0.1597
67796.0;12.96602;46.49998;2.0;0.02072;0.12545;-0.00054;0.15984;-0.04733;-5e-05;0.15903
67797.0;12.96601;45.0;2.0;0.02061;0.12616;-0.00054;0.15906;-0.04747;-5e-05;0.15831
67798.0;12.96601;43.50002;2.0;0.0205;0.12687;-0.00054;0.15824;-0.04759;-5e-05;0.15754
67799.0;12.96602;42.00004;2.0;0.02038;0.12759;-0.00053;0.15736;-0.04767;-5e-05;0.15672
67800.0;12.96603;40.50006;2.0;0.02026;0.1283;-0.00053;0.15644;-0.04773;-4e-05;0.15585
67801.0;12.96604;39.00008;2.0;0.02013;0.12902;-0.00052;0.15546;-0.04775;-4e-05;0.15492
67802.0;12.96606;37.5001;2.0;0.02;0.12974;-0.00052;0.15443;-0.04775;-4e-05;0.15394
67803.0;12.96608;36.00012;2.0;0.01985;0.13045;-0.00051;0.15335;-0.04771;-4e-05;0.1529
67804.0;12.96611;34.50014;2.0;0.0197;0.13117;-0.00051;0.15221;-0.04763;-4e-05;0.15181
67805.0;12.96615;33.00016;2.0;0.01955;0.13188;-0.0005;0.15102;-0.04753;-3e-05;0.15066
67806.0;12.96619;31.50019;2.0;0.01938;0.13259;-0.0005;0.14978;-0.04738;-3e-05;0.14946
67807.0;12.96624;30.00021;2.0;0.01921;0.1333;-0.00049;0.14848;-0.0472;-3e-05;0.14819
67808.0;12.96629;28.50024;2.0;0.01904;0.13401;-0.00049;0.14712;-0.04699;-3e-05;0.14688
67809.0;12.96635;27.00026;2.0;0.01885;0.13471;-0.00048;0.14571;-0.04674;-2e-05;0.1455
67810.0;12.96641;25.50029;2.0;0.01866;0.13541;-0.00047;0.14425;-0.04645;-2e-05;0.14407
67811.0;12.96648;24.00031;2.0;0.01847;0.1361;-0.00047;0.14274;-0.04613;-2e-05;0.14258
67812.0;12.96656;22.50034;2.0;0.01826;0.13679;-0.00046;0.14117;-0.04578;-2e-05;0.14104
67813.0;12.96664;21.00037;2.0;0.01805;0.13748;-0.00046;0.13955;-0.04539;-2e-05;0.13944
67814.0;12.96672;19.5004;2.0;0.01784;0.13815;-0.00045;0.13789;-0.04497;-1e-05;0.1378
67815.0;12.98985;17.99527;2.0;0.01765;0.13882;-0.00044;0.13617;-0.04451;-1e-05;0.1361
67816.0;13.05149;16.46892;2.0;0.0175;0.13949;-0.00044;0.13439;-0.04402;-1e-05;0.13434
67817.0;13.00983;14.96816;2.0;0.01722;0.14015;-0.00043;0.13259;-0.04351;-1e-05;0.13255
67818.0;75.78748;180.77807;2.0;0.12086;0.08071;-0.00067;0.1521;-0.00561;-3e-05;0.15004
67819.0;75.72599;179.38536;2.0;0.12078;0.08079;-0.00067;0.15211;-0.00563;-3e-05;0.15005
67820.0;75.72259;177.95851;2.0;0.12079;0.08087;-0.00067;0.15211;-0.00564;-3e-05;0.15006
67821.0;75.71537;176.45915;2.0;0.1208;0.08096;-0.00067;0.15211;-0.00565;-4e-05;0.15007
67822.0;75.71458;174.94716;2.0;0.12081;0.08104;-0.00067;0.1521;-0.00566;-4e-05;0.15008
67823.0;75.71961;173.43108;2.0;0.12084;0.08113;-0.00067;0.1521;-0.00567;-4e-05;0.15008
67824.0;75.71801;171.9425;2.0;0.12086;0.08122;-0.00067;0.15209;-0.00568;-5e-05;0.15009
67825.0;75.71641;170.45392;2.0;0.12088;0.0813;-0.00067;0.15208;-0.00569;-5e-05;0.1501
67826.0;75.71481;168.96534;2.0;0.1209;0.08138;-0.00067;0.15208;-0.0057;-5e-05;0.15011
67827.0;75.71322;167.47676;2.0;0.12093;0.08147;-0.00067;0.15207;-0.00571;-5e-05;0.15012
67828.0;75.71164;165.98818;2.0;0.12095;0.08155;-0.00067;0.15206;-0.00572;-6e-05;0.15013
67829.0;75.71006;164.4996;2.0;0.12098;0.08164;-0.00067;0.15206;-0.00573;-6e-05;0.15015
67830.0;75.70849;163.01102;2.0;0.12101;0.08173;-0.00068;0.15205;-0.00574;-6e-05;0.15016
67831.0;75.70692;161.52245;2.0;0.12103;0.08181;-0.00068;0.15204;-0.00575;-7e-05;0.15017
67832.0;75.70536;160.03387;2.0;0.12106;0.0819;-0.00068;0.15203;-0.00576;-7e-05;0.15019
67833.0;75.7038;158.5453;2.0;0.1211;0.08198;-0.00068;0.15202;-0.00577;-7e-05;0.1502
67834.0;75.70225;157.05672;2.0;0.12113;0.08207;-0.00068;0.15201;-0.00578;-8e-05;0.15021
67835.0;75.7007;155.56815;2.0;0.12116;0.08216;-0.00068;0.152;-0.00579;-8e-05;0.15023
67836.0;75.69916;154.07957;2.0;0.12119;0.08224;-0.00068;0.15199;-0.0058;-8e-05;0.15025
67837.0;75.69763;152.591;2.0;0.12123;0.08233;-0.00068;0.15197;-0.00581;-9e-05;0.15026
67838.0;75.6961;151.10243;2.0;0.12127;0.08242;-0.00068;0.15196;-0.00582;-9e-05;0.15028
67839.0;75.69457;149.61386;2.0;0.1213;0.0825;-0.00068;0.15195;-0.00583;-9e-05;0.1503
67840.0;75.69306;148.12528;2.0;0.12134;0.08259;-0.00068;0.15193;-0.00584;-0.0001;0.15031
67841.0;75.69154;146.63671;2.0;0.12138;0.08268;-0.00069;0.15191;-0.00585;-0.0001;0.15033
67842.0;75.69003;145.14814;2.0;0.12142;0.08276;-0.00069;0.1519;-0.00586;-0.0001;0.15035
67843.0;75.68853;143.65957;2.0;0.12146;0.08285;-0.00069;0.15188;-0.00587;-0.00011;0.15037
67844.0;75.68702;142.171;2.0;0.1215;0.08294;-0.00069;0.15186;-0.00588;-0.00011;0.15039
67845.0;75.68553;140.68243;2.0;0.12155;0.08303;-0.00069;0.15184;-0.00589;-0.00011;0.15041
67846.0;75.68404;139.19387;2.0;0.12159;0.08312;-0.00069;0.15181;-0.0059;-0.00012;0.15042
67847.0;75.68255;137.7053;2.0;0.12163;0.0832;-0.00069;0.15179;-0.00591;-0.00012;0.15044
67848.0;75.68106;136.21673;2.0;0.12168;0.08329;-0.00069;0.15176;-0.00592;-0.00012;0.15046
67849.0;75.67959;134.72816;2.0;0.12172;0.08338;-0.00069;0.15174;-0.00592;-0.00013;0.15048
67850.0;75.67811;133.23959;2.0;0.12177;0.08347;-0.00069;0.15171;-0.00593;-0.00013;0.1505
67851.0;75.67664;131.75103;2.0;0.12181;0.08356;-0.00069;0.15168;-0.00593;-0.00013;0.15053
67852.0;75.67517;130.26246;2.0;0.12186;0.08365;-0.00069;0.15165;-0.00594;-0.00014;0.15055
67853.0;75.67371;128.77389;2.0;0.1219;0.08374;-0.00069;0.15162;-0.00594;-0.00014;0.15057
67854.0;75.67225;127.28533;2.0;0.12195;0.08382;-0.00069;0.15158;-0.00594;-0.00014;0.15059
67855.0;75.67079;125.79676;2.0;0.122;0.08391;-0.00069;0.15155;-0.00595;-0.00015;0.15061
67856.0;75.66934;124.30819;2.0;0.12204;0.084;-0.00069;0.15151;-0.00595;-0.00015;0.15063
67857.0;75.66789;122.81963;2.0;0.12209;0.08409;-0.00069;0.15147;-0.00595;-0.00015;0.15065
67858.0;75.66645;121.33106;2.0;0.12213;0.08418;-0.00069;0.15143;-0.00594;-0.00016;0.15067
67859.0;75.66501;119.84249;2.0;0.12218;0.08427;-0.00069;0.15138;-0.00594;-0.00016;0.1507
67860.0;75.66357;118.35393;2.0;0.12222;0.08436;-0.0007;0.15134;-0.00594;-0.00016;0.15072
67861.0;75.66214;116.86536;2.0;0.12227;0.08445;-0.0007;0.15129;-0.00593;-0.00017;0.15074
67862.0;75.66071;115.3768;2.0;0.12231;0.08454;-0.0007;0.15124;-0.00593;-0.00017;0.15076
67863.0;75.65929;113.88823;2.0;0.12236;0.08462;-0.0007;0.15119;-0.00592;-0.00017;0.15078
67864.0;75.65786;112.39967;2.0;0.1224;0.08471;-0.0007;0.15113;-0.00591;-0.00018;0.15081
67865.0;75.65644;110.9111;2.0;0.12244;0.0848;-0.0007;0.15108;-0.0059;-0.00018;0.15083
67866.0;75.65503;109.42253;2.0;0.12248;0.08489;-0.0007;0.15102;-0.00588;-0.00019;0.15085
67867.0;75.65362;107.93397;2.0;0.12252;0.08498;-0.0007;0.15096;-0.00587;-0.00019;0.15088
67868.0;75.65221;106.4454;2.0;0.12256;0.08506;-0.0007;0.1509;-0.00585;-0.00019;0.1509
67869.0;75.65081;104.95684;2.0;0.12259;0.08515;-0.0007;0.15083;-0.00583;-0.0002;0.15092
67870.0;75.64941;103.46827;2.0;0.12263;0.08524;-0.0007;0.15076;-0.00581;-0.0002;0.15095
67871.0;75.64801;101.97971;2.0;0.12266;0.08533;-0.0007;0.15069;-0.00579;-0.00021;0.15097
67872.0;75.64662;100.49114;2.0;0.12269;0.08541;-0.0007;0.15062;-0.00577;-0.00021;0.151
67873.0;75.64523;99.00257;2.0;0.12272;0.0855;-0.0007;0.15055;-0.00574;-0.00021;0.15102
67874.0;75.64384;97.51401;2.0;0.12275;0.08559;-0.0007;0.15047;-0.00572;-0.00022;0.15105
67875.0;75.64246;96.02544;2.0;0.12277;0.08567;-0.0007;0.15039;-0.00569;-0.00022;0.15108
67876.0;75.64108;94.53688;2.0;0.12279;0.08576;-0.0007;0.15031;-0.00565;-0.00023;0.15111
67877.0;75.63971;93.04831;2.0;0.12281;0.08584;-0.0007;0.15023;-0.00562;-0.00023;0.15114
67878.0;75.63834;91.55974;2.0;0.12283;0.08592;-0.0007;0.15014;-0.00559;-0.00023;0.15117
67879.0;75.63697;90.07118;2.0;0.12284;0.08601;-0.0007;0.15006;-0.00555;-0.00024;0.1512
67880.0;75.63561;88.58261;2.0;0.12285;0.08609;-0.0007;0.14997;-0.00551;-0.00024;0.15123
67881.0;75.63425;87.09404;2.0;0.12286;0.08617;-0.0007;0.14988;-0.00547;-0.00025;0.15127
67882.0;75.63289;85.60548;2.0;0.12286;0.08626;-0.0007;0.14979;-0.00543;-0.00025;0.1513
67883.0;75.63154;84.11691;2.0;0.12285;0.08634;-0.0007;0.14969;-0.00539;-0.00026;0.15134
67884.0;75.6302;82.62834;2.0;0.12285;0.08642;-0.0007;0.1496;-0.00535;-0.00026;0.15139
67885.0;75.62885;81.13977;2.0;0.12283;0.0865;-0.0007;0.1495;-0.0053;-0.00026;0.15143
67886.0;75.62751;79.6512;2.0;0.12282;0.08658;-0.0007;0.14941;-0.00526;-0.00027;0.15148
67887.0;75.62618;78.16264;2.0;0.12279;0.08666;-0.0007;0.14931;-0.00521;-0.00027;0.15153
67888.0;75.62485;76.67407;2.0;0.12277;0.08673;-0.0007;0.14921;-0.00516;-0.00028;0.15159
67889.0;75.62352;75.1855;2.0;0.12273;0.08681;-0.0007;0.14911;-0.00512;-0.00028;0.15165
67890.0;75.6222;73.69693;2.0;0.12269;0.08689;-0.0007;0.14902;-0.00507;-0.00029;0.15171
67891.0;75.62089;72.20836;2.0;0.12264;0.08696;-0.0007;0.14892;-0.00503;-0.00029;0.15178
67892.0;75.61958;70.71979;2.0;0.12259;0.08704;-0.0007;0.14883;-0.00498;-0.0003;0.15186
67893.0;75.61827;69.23122;2.0;0.12252;0.08711;-0.0007;0.14873;-0.00494;-0.0003;0.15194
67894.0;75.61697;67.74265;2.0;0.12245;0.08719;-0.0007;0.14864;-0.0049;-0.00031;0.15203
67895.0;75.61567;66.25407;2.0;0.12237;0.08726;-0.0007;0.14856;-0.00487;-0.00031;0.15212
67896.0;75.61438;64.7655;2.0;0.12229;0.08734;-0.0007;0.14848;-0.00484;-0.00032;0.15223
67897.0;75.61309;63.27693;2.0;0.12219;0.08741;-0.0007;0.1484;-0.00481;-0.00032;0.15235
67898.0;75.61181;61.78836;2.0;0.12208;0.08748;-0.0007;0.14832;-0.00479;-0.00033;0.15247
67899.0;75.61053;60.29978;2.0;0.12196;0.08755;-0.0007;0.14826;-0.00478;-0.00033;0.15261
67900.0;75.60926;58.81121;2.0;0.12183;0.08763;-0.0007;0.1482;-0.00477;-0.00034;0.15276
67901.0;75.60799;57.32263;2.0;0.12169;0.0877;-0.0007;0.14815;-0.00478;-0.00035;0.15292
67902.0;75.60674;55.83406;2.0;0.12154;0.08777;-0.0007;0.14812;-0.00479;-0.00035;0.1531
67903.0;75.60548;54.34548;2.0;0.12137;0.08784;-0.0007;0.14809;-0.00483;-0.00036;0.1533
67904.0;75.60423;52.8569;2.0;0.12119;0.08792;-0.0007;0.14808;-0.00487;-0.00036;0.15351
67905.0;75.60299;51.36833;2.0;0.12099;0.08799;-0.0007;0.14808;-0.00495;-0.00037;0.15375
67906.0;75.60176;49.87975;2.0;0.12078;0.08807;-0.0007;0.1481;-0.00503;-0.00037;0.154
67907.0;75.60053;48.39117;2.0;0.12055;0.08814;-0.0007;0.14815;-0.00514;-0.00038;0.15428
67908.0;75.59931;46.90259;2.0;0.1203;0.08822;-0.0007;0.14821;-0.00528;-0.00039;0.15459
67909.0;75.5981;45.41401;2.0;0.12004;0.08831;-0.0007;0.1483;-0.00546;-0.00039;0.15492
67910.0;75.59689;43.92542;2.0;0.11975;0.08839;-0.0007;0.14843;-0.00567;-0.0004;0.15529
67911.0;75.59569;42.43684;2.0;0.11944;0.08848;-0.0007;0.14858;-0.00593;-0.00041;0.15569
67912.0;75.5945;40.94826;2.0;0.11911;0.08857;-0.00069;0.14877;-0.00623;-0.00041;0.15612
67913.0;75.59332;39.45967;2.0;0.11875;0.08867;-0.00069;0.14901;-0.00658;-0.00042;0.1566
67914.0;75.59214;37.97108;2.0;0.11837;0.08877;-0.00069;0.14929;-0.00702;-0.00042;0.15712
67915.0;75.59097;36.4825;2.0;0.11796;0.08888;-0.00069;0.14962;-0.00752;-0.00043;0.15768
67916.0;75.58981;34.99391;2.0;0.11752;0.089;-0.00069;0.15002;-0.0081;-0.00044;0.15829
67917.0;75.58866;33.50532;2.0;0.11704;0.08913;-0.00069;0.15048;-0.00879;-0.00044;0.15894
67918.0;75.58752;32.01673;2.0;0.11653;0.08927;-0.00069;0.151;-0.00958;-0.00045;0.15965
67919.0;75.58639;30.52813;2.0;0.11598;0.08942;-0.00069;0.15161;-0.01051;-0.00045;0.16041
67920.0;75.58527;29.03954;2.0;0.11539;0.08958;-0.00069;0.15231;-0.01155;-0.00046;0.16124
67921.0;75.58416;27.55094;2.0;0.11475;0.08977;-0.00068;0.15309;-0.01277;-0.00046;0.1621
67922.0;75.58305;26.06234;2.0;0.11406;0.08997;-0.00068;0.15398;-0.01419;-0.00047;0.16301
67923.0;75.58196;24.57375;2.0;0.11332;0.0902;-0.00068;0.15495;-0.01579;-0.00047;0.16394
67924.0;75.58087;23.08515;2.0;0.11251;0.09045;-0.00067;0.15604;-0.01761;-0.00047;0.16492
67925.0;75.57979;21.59655;2.0;0.11163;0.09073;-0.00067;0.15721;-0.0197;-0.00047;0.16589
67926.0;75.57871;20.10795;2.0;0.11068;0.09104;-0.00066;0.15847;-0.02204;-0.00046;0.16685
67927.0;75.57222;18.60158;2.0;0.10962;0.0914;-0.00066;0.15975;-0.02466;-0.00046;0.16767
67928.0;75.5785;17.09217;2.0;0.10847;0.09179;-0.00065;0.16106;-0.02759;-0.00044;0.16841
67929.0;75.57229;15.56832;2.0;0.10719;0.09224;-0.00064;0.1622;-0.03073;-0.00043;0.16882
67930.0;75.60212;14.19448;2.0;0.10598;0.09264;-0.00063;0.1631;-0.03372;-0.00041;0.16897
67931.0;74.22029;14.56137;2.0;0.10408;0.09489;-0.00061;0.16234;-0.03609;-0.00037;0.16712
67932.0;72.59597;14.28955;2.0;0.10119;0.09766;-0.00059;0.16118;-0.03941;-0.00032;0.16462
67933.0;71.09963;14.24467;2.0;0.09874;0.10002;-0.00058;0.15985;-0.04138;-0.00029;0.16246
67934.0;69.60034;14.22356;2.0;0.09634;0.10226;-0.00056;0.15831;-0.04279;-0.00026;0.16028
67935.0;68.10364;14.22479;2.0;0.09398;0.10438;-0.00055;0.15671;-0.04377;-0.00023;0.15821
67936.0;66.60695;14.22602;2.0;0.09164;0.1064;-0.00054;0.15514;-0.04447;-0.0002;0.15629
67937.0;65.11025;14.22724;2.0;0.08933;0.10833;-0.00053;0.15358;-0.04497;-0.00018;0.15445
67938.0;63.61355;14.22846;2.0;0.08705;0.11017;-0.00052;0.15206;-0.04531;-0.00016;0.15271
67939.0;62.11686;14.22967;2.0;0.08478;0.11193;-0.00051;0.15061;-0.04552;-0.00015;0.1511
67940.0;60.62017;14.23088;2.0;0.08254;0.1136;-0.0005;0.14922;-0.04563;-0.00013;0.14959
67941.0;59.12348;14.23208;2.0;0.08032;0.11521;-0.0005;0.14792;-0.04567;-0.00012;0.14819
67942.0;57.62679;14.23328;2.0;0.07811;0.11674;-0.00049;0.14667;-0.04567;-0.00011;0.14687
67943.0;56.1301;14.23448;2.0;0.07592;0.11821;-0.00049;0.14553;-0.04563;-0.0001;0.14567
67944.0;54.63342;14.23567;2.0;0.07375;0.11961;-0.00048;0.14443;-0.04555;-9e-05;0.14452
67945.0;53.13673;14.23686;2.0;0.0716;0.12095;-0.00048;0.14342;-0.04547;-8e-05;0.14348
67946.0;51.64005;14.23805;2.0;0.06946;0.12223;-0.00047;0.14248;-0.04536;-8e-05;0.14251
67947.0;50.14337;14.23924;2.0;0.06733;0.12346;-0.00047;0.14158;-0.04525;-7e-05;0.1416
67948.0;48.6467;14.24042;2.0;0.06522;0.12463;-0.00046;0.14076;-0.04514;-6e-05;0.14075
67949.0;47.15002;14.2416;2.0;0.06312;0.12576;-0.00046;0.13999;-0.04502;-6e-05;0.13997
67950.0;45.65335;14.24278;2.0;0.06103;0.12683;-0.00046;0.13927;-0.0449;-5e-05;0.13924
67951.0;44.15668;14.24396;2.0;0.05895;0.12786;-0.00046;0.1386;-0.04479;-5e-05;0.13857
67952.0;42.66001;14.24513;2.0;0.05688;0.12884;-0.00045;0.13798;-0.04467;-5e-05;0.13794
67953.0;41.16335;14.24631;2.0;0.05482;0.12978;-0.00045;0.1374;-0.04456;-4e-05;0.13736
67954.0;39.66668;14.24749;2.0;0.05277;0.13067;-0.00045;0.13685;-0.04445;-4e-05;0.13681
67955.0;38.17002;14.24867;2.0;0.05072;0.13153;-0.00045;0.13635;-0.04435;-4e-05;0.13631
67956.0;36.67336;14.24985;2.0;0.04868;0.13234;-0.00044;0.13588;-0.04424;-3e-05;0.13583
67957.0;35.17671;14.25103;2.0;0.04665;0.13311;-0.00044;0.13544;-0.04415;-3e-05;0.1354
67958.0;33.68005;14.25221;2.0;0.04463;0.13385;-0.00044;0.13504;-0.04406;-3e-05;0.13499
67959.0;32.1834;14.2534;2.0;0.04261;0.13454;-0.00044;0.13466;-0.04397;-3e-05;0.13461
67960.0;30.68675;14.25459;2.0;0.04059;0.13521;-0.00044;0.1343;-0.04389;-2e-05;0.13426
67961.0;29.1901;14.25578;2.0;0.03859;0.13583;-0.00044;0.13398;-0.04381;-2e-05;0.13393
67962.0;27.69345;14.25697;2.0;0.03658;0.13642;-0.00044;0.13367;-0.04374;-2e-05;0.13363
67963.0;26.19681;14.25817;2.0;0.03458;0.13697;-0.00044;0.1334;-0.04368;-2e-05;0.13335
67964.0;24.70016;14.25937;2.0;0.03259;0.1375;-0.00043;0.13314;-0.04361;-2e-05;0.13309
67965.0;23.20352;14.26057;2.0;0.0306;0.13798;-0.00043;0.1329;-0.04355;-2e-05;0.13285
67966.0;21.70688;14.26178;2.0;0.02861;0.13844;-0.00043;0.13268;-0.0435;-1e-05;0.13264
67967.0;20.21024;14.26299;2.0;0.02662;0.13886;-0.00043;0.13248;-0.04345;-1e-05;0.13243
67968.0;18.6905;14.27084;2.0;0.02461;0.13925;-0.00043;0.1323;-0.0434;-1e-05;0.13226
67969.0;17.17083;14.26434;2.0;0.0226;0.13962;-0.00043;0.13212;-0.04336;-1e-05;0.13208
67970.0;15.62561;14.27454;2.0;0.02056;0.13995;-0.00043;0.13198;-0.04332;-1e-05;0.13194
67971.0;14.24291;14.24737;2.0;0.01873;0.14024;-0.00043;0.13182;-0.04328;-1e-05;0.13178
67972.0;74.38132;180.44559;2.0;0.11872;0.0808;-0.00067;0.15245;-0.00608;-3e-05;0.15033
67973.0;72.75501;180.73883;2.0;0.11623;0.08086;-0.00067;0.15284;-0.00662;-3e-05;0.15067
67974.0;71.28267;180.73381;2.0;0.11398;0.08093;-0.00067;0.1532;-0.0071;-3e-05;0.15098
67975.0;69.77449;180.74393;2.0;0.11166;0.08099;-0.00067;0.15356;-0.0076;-3e-05;0.15129
67976.0;68.26638;180.75314;2.0;0.10934;0.08106;-0.00067;0.15391;-0.00808;-3e-05;0.1516
67977.0;66.75518;180.76504;2.0;0.10701;0.08113;-0.00067;0.15426;-0.00857;-3e-05;0.15191
67978.0;65.25515;180.76384;2.0;0.10469;0.0812;-0.00067;0.1546;-0.00905;-3e-05;0.15221
67979.0;63.75513;180.76263;2.0;0.10237;0.08126;-0.00067;0.15494;-0.00952;-3e-05;0.15251
67980.0;62.25511;180.76143;2.0;0.10004;0.08133;-0.00068;0.15528;-0.00998;-3e-05;0.15281
67981.0;60.75509;180.76024;2.0;0.09771;0.0814;-0.00068;0.15562;-0.01044;-3e-05;0.1531
67982.0;59.25507;180.75904;2.0;0.09537;0.08146;-0.00068;0.15595;-0.0109;-3e-05;0.1534
67983.0;57.75506;180.75785;2.0;0.09303;0.08152;-0.00068;0.15628;-0.01135;-3e-05;0.15369
67984.0;56.25504;180.75667;2.0;0.09068;0.08159;-0.00068;0.1566;-0.01179;-3e-05;0.15399
67985.0;54.75503;180.75548;2.0;0.08832;0.08165;-0.00068;0.15693;-0.01223;-2e-05;0.15428
67986.0;53.25502;180.7543;2.0;0.08597;0.08171;-0.00068;0.15725;-0.01267;-2e-05;0.15458
67987.0;51.75501;180.75312;2.0;0.0836;0.08177;-0.00067;0.15757;-0.0131;-2e-05;0.15487
67988.0;50.25501;180.75194;2.0;0.08123;0.08183;-0.00067;0.15789;-0.01352;-2e-05;0.15516
67989.0;48.75501;180.75076;2.0;0.07886;0.08188;-0.00067;0.15819;-0.01393;-2e-05;0.15544
67990.0;47.25501;180.74958;2.0;0.07649;0.08194;-0.00067;0.15849;-0.01433;-2e-05;0.15571
67991.0;45.75501;180.7484;2.0;0.0741;0.08199;-0.00067;0.15878;-0.01472;-2e-05;0.15598
67992.0;44.25501;180.74723;2.0;0.07172;0.08205;-0.00067;0.15906;-0.01509;-2e-05;0.15624
67993.0;42.75502;180.74605;2.0;0.06933;0.0821;-0.00067;0.15933;-0.01546;-2e-05;0.15649
67994.0;41.25502;180.74487;2.0;0.06693;0.08215;-0.00066;0.15959;-0.01582;-2e-05;0.15673
67995.0;39.75503;180.74368;2.0;0.06454;0.0822;-0.00066;0.15985;-0.01617;-2e-05;0.15697
67996.0;38.25504;180.7425;2.0;0.06214;0.08225;-0.00066;0.16011;-0.01651;-2e-05;0.15721
67997.0;36.75506;180.74131;2.0;0.05973;0.08229;-0.00066;0.16035;-0.01684;-2e-05;0.15744
67998.0;35.25508;180.74012;2.0;0.05732;0.08234;-0.00066;0.16059;-0.01716;-2e-05;0.15767
67999.0;33.75509;180.73893;2.0;0.05491;0.08238;-0.00066;0.16082;-0.01747;-2e-05;0.15788
68000.0;32.25511;180.73774;2.0;0.05249;0.08242;-0.00066;0.16104;-0.01776;-2e-05;0.15809
68001.0;30.75514;180.73654;2.0;0.05007;0.08246;-0.00066;0.16125;-0.01805;-2e-05;0.15829
68002.0;29.25516;180.73533;2.0;0.04765;0.0825;-0.00066;0.16145;-0.01832;-2e-05;0.15848
68003.0;27.75519;180.73412;2.0;0.04523;0.08254;-0.00066;0.16164;-0.01858;-1e-05;0.15866
68004.0;26.25522;180.73291;2.0;0.0428;0.08257;-0.00066;0.16182;-0.01882;-1e-05;0.15883
68005.0;24.75524;180.7317;2.0;0.04037;0.08261;-0.00066;0.16199;-0.01906;-1e-05;0.15899
68006.0;23.25527;180.73048;2.0;0.03793;0.08264;-0.00066;0.16215;-0.01928;-1e-05;0.15915
68007.0;21.75531;180.72925;2.0;0.0355;0.08267;-0.00066;0.1623;-0.01949;-1e-05;0.15929
68008.0;20.25534;180.72802;2.0;0.03306;0.0827;-0.00066;0.16245;-0.01968;-1e-05;0.15943
68009.0;18.73137;180.7203;2.0;0.03058;0.08272;-0.00066;0.16258;-0.01987;-1e-05;0.15956
68010.0;17.21118;180.72905;2.0;0.02811;0.08275;-0.00066;0.16271;-0.02004;-1e-05;0.15968
68011.0;15.65136;180.71933;2.0;0.02557;0.08277;-0.00066;0.16283;-0.0202;-1e-05;0.1598
68012.0;14.27854;180.7516;2.0;0.02333;0.08278;-0.00066;0.16293;-0.02033;-1e-05;0.15989
68013.0;14.62019;179.37376;2.0;0.02389;0.08306;-0.00066;0.16294;-0.02036;-1e-05;0.1599
68014.0;14.35533;177.74759;2.0;0.02346;0.08339;-0.00066;0.16299;-0.02047;-1e-05;0.15995
68015.0;14.30539;176.25009;2.0;0.02339;0.0837;-0.00066;0.16303;-0.02055;-1e-05;0.15999
68016.0;14.27934;174.74792;2.0;0.02335;0.08401;-0.00066;0.16308;-0.02064;-1e-05;0.16004
68017.0;14.27889;173.24797;2.0;0.02336;0.08432;-0.00066;0.16312;-0.02074;-1e-05;0.16008
68018.0;14.27845;171.74802;2.0;0.02336;0.08463;-0.00065;0.16317;-0.02084;-1e-05;0.16013
68019.0;14.278;170.24807;2.0;0.02337;0.08495;-0.00065;0.16322;-0.02094;-1e-05;0.16018
68020.0;14.27757;168.74812;2.0;0.02338;0.08526;-0.00065;0.16327;-0.02106;-1e-05;0.16023
68021.0;14.27715;167.24817;2.0;0.02339;0.08558;-0.00065;0.16333;-0.02118;-2e-05;0.16028
68022.0;14.27673;165.74821;2.0;0.02339;0.0859;-0.00065;0.16339;-0.02131;-2e-05;0.16034
68023.0;14.27632;164.24826;2.0;0.0234;0.08622;-0.00065;0.16345;-0.02144;-2e-05;0.1604
68024.0;14.27593;162.7483;2.0;0.02341;0.08654;-0.00065;0.16351;-0.02158;-2e-05;0.16047
68025.0;14.27554;161.24834;2.0;0.02342;0.08687;-0.00065;0.16358;-0.02173;-2e-05;0.16053
68026.0;14.27516;159.74838;2.0;0.02343;0.08719;-0.00065;0.16365;-0.02189;-2e-05;0.1606
68027.0;14.27479;158.24842;2.0;0.02344;0.08752;-0.00065;0.16372;-0.02205;-2e-05;0.16068
68028.0;14.27443;156.74846;2.0;0.02345;0.08785;-0.00065;0.1638;-0.02222;-2e-05;0.16075
68029.0;14.27408;155.2485;2.0;0.02346;0.08819;-0.00065;0.16387;-0.02239;-2e-05;0.16083
68030.0;14.27373;153.74853;2.0;0.02347;0.08853;-0.00065;0.16395;-0.02257;-2e-05;0.16091
68031.0;14.2734;152.24857;2.0;0.02348;0.08887;-0.00065;0.16404;-0.02276;-2e-05;0.161
68032.0;14.27307;150.7486;2.0;0.0235;0.08921;-0.00065;0.16412;-0.02296;-3e-05;0.16108
68033.0;14.27275;149.24863;2.0;0.02351;0.08955;-0.00065;0.16421;-0.02316;-3e-05;0.16117
68034.0;14.27243;147.74866;2.0;0.02352;0.0899;-0.00065;0.1643;-0.02337;-3e-05;0.16126
68035.0;14.27213;146.24869;2.0;0.02353;0.09026;-0.00065;0.16439;-0.02359;-3e-05;0.16136
