Crack Tip X[mm],Cycles,Filename,Crack Tip X[mm],Crack Tip Y[mm],Area PZ[mm²],COG_X[mm],COG_Y[mm],Contour lenght[mm],Angle[°],Epsmax[%],Threshold,X_min[mm],X_max[mm],Y_min[mm],Y_max[mm],Pixelsize,Height,Lenght
89.8,0,Nodemap_Step_30_Fx_94500_Fy_31500.txt,89.8,0.0,1.1935551305067722,90.1,9.976020010071808e-11,5.028256203555817,1.905279476383833e-08,0.0264963053376629,0.68,0.0,195.0,-195.0,195.0,50.00512873115191,1.6800000000008597,5.028256203555817
