Cycles,Cycles,Filename,Crack Tip X[mm],Crack Tip Y[mm],Crack lenght[mm],Area PZ[mm²],COG_X[mm],COG_Y[mm],Contour lenght[mm],Angle[°],Epsmax[%],Threshold,X_min[mm],X_max[mm],Y_min[mm],Y_max[mm],Pixelsize,Height,Lenght,Upper_Area PZ[mm²],Upper_Contour lenght[mm],Upper_COG_X[mm],Upper_COG_Y[mm],Lower_Area PZ[mm²],Lower_Contour lenght[mm],Lower_COG_X[mm],Lower_COG_Y[mm]
580928,580928,cycles_580928_max_load_num_246_idx_22_7_dic_results_0_1.txt,64.117,-12.224,63.5855520768405,0.918601576473083,64.49305473759779,-12.097493182798695,5.867374485092244,18.59321363957318,0.2242272348228298,0.68,53.4030547376,79.7176528461,-20.4374931828,-4.3526697986,100.03800836185948,1.4000000000002188,5.867374485092244,0.6253245584214678,4.078105080363332,64.56305473759778,-11.92749318279867,0.2828849192859021,3.8484867299564662,64.34305473759783,-12.467493182798757
