Cycles,Cycles,Filename,Crack Tip X[mm],Crack Tip Y[mm],Crack lenght[mm],Area PZ[mm²],COG_X[mm],COG_Y[mm],Contour lenght[mm],Angle[°],Epsmax[%],Threshold,X_min[mm],X_max[mm],Y_min[mm],Y_max[mm],Pixelsize,Height,Lenght,Upper_Area PZ[mm²],Upper_Contour lenght[mm],Upper_COG_X[mm],Upper_COG_Y[mm],Lower_Area PZ[mm²],Lower_Contour lenght[mm],Lower_COG_X[mm],Lower_COG_Y[mm]
437398.5,437398.5,None_43-MT160_45.txt,31.22,-4.92,32.85028213176373,0.3295848583924367,31.35834586450093,-5.093274223100076,3.938345264408356,-51.39538153746857,0.2502664023393649,0.68,25.4083458645,34.0361654136,-8.6432742231,-3.1638728883,100.1160092807268,0.8699999999999815,3.938345264408356,0.0828077591844172,1.2262729295188812,31.268345864500915,-4.773274223100083,0.24448242636315,3.151562485526855,31.398345864500936,-5.203274223100074
