,Filename,CT x [mm],CT y [mm],SymReg Corr x [mm],SymReg Corr y [mm],Cycles[-],Stage[-],Angle [°]
127, cycles_580928_max_load_num_246_idx_22_7_dic_results_0_1.txt,63.877,-12.254,0.24,0.03,580928,3,7.189
